id,type,question,answer
955,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
2 red, 2 blue, R=8, B=3, d=3 -> 33/2
4 red, 2 blue, R=9, B=3, d=2 -> 102/7

Now determine the registry value for:
5 red, 4 blue, R=10, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",95/4
956,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 6 blue, R=8, B=1, d=3 -> 195/16
4 red, 4 blue, R=9, B=5, d=2 -> 166/11

Now determine the registry value for:
6 red, 4 blue, R=4, B=1, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",80/13
957,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 4 blue, R=8, B=1, d=2 -> 34/3
4 red, 5 blue, R=7, B=1, d=3 -> 447/37

Now determine the registry value for:
3 red, 4 blue, R=6, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",56/5
958,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 2 blue, R=9, B=1, d=3 -> 19
4 red, 3 blue, R=11, B=1, d=2 -> 46/3

Now determine the registry value for:
3 red, 5 blue, R=12, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",109/6
959,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 4 blue, R=9, B=4, d=2 -> 158/11
6 red, 3 blue, R=9, B=5, d=2 -> 174/11

Now determine the registry value for:
2 red, 5 blue, R=6, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",54/5
960,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
6 red, 3 blue, R=4, B=3, d=3 -> 915/83
3 red, 5 blue, R=9, B=4, d=3 -> 867/46

Now determine the registry value for:
5 red, 6 blue, R=9, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",15
961,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=6, B=5, d=2 -> 57/5
6 red, 5 blue, R=10, B=2, d=3 -> 618/31

Now determine the registry value for:
2 red, 4 blue, R=6, B=2, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",76/9
962,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 2 blue, R=7, B=2, d=2 -> 23/2
6 red, 4 blue, R=10, B=2, d=3 -> 606/29

Now determine the registry value for:
3 red, 5 blue, R=12, B=2, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",47/3
963,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 5 blue, R=7, B=2, d=3 -> 156/11
4 red, 4 blue, R=8, B=4, d=2 -> 144/11

Now determine the registry value for:
4 red, 6 blue, R=7, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",447/25
964,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=11, B=3, d=3 -> 267/11
6 red, 2 blue, R=6, B=4, d=2 -> 100/9

Now determine the registry value for:
6 red, 3 blue, R=6, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",126/11
965,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=7, B=2, d=3 -> 171/11
4 red, 3 blue, R=9, B=1, d=3 -> 291/17

Now determine the registry value for:
3 red, 4 blue, R=7, B=1, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",46/5
966,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 6 blue, R=12, B=5, d=2 -> 92/5
4 red, 4 blue, R=8, B=4, d=3 -> 240/13

Now determine the registry value for:
3 red, 4 blue, R=5, B=4, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",46/5
967,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 5 blue, R=12, B=1, d=3 -> 727/37
6 red, 5 blue, R=12, B=1, d=3 -> 687/31

Now determine the registry value for:
5 red, 2 blue, R=4, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",72/7
968,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 6 blue, R=6, B=4, d=2 -> 72/7
4 red, 5 blue, R=10, B=2, d=2 -> 180/13

Now determine the registry value for:
4 red, 6 blue, R=5, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",10
969,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 2 blue, R=5, B=3, d=3 -> 63/5
4 red, 3 blue, R=4, B=1, d=2 -> 6

Now determine the registry value for:
6 red, 2 blue, R=11, B=4, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",170/9
970,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
6 red, 2 blue, R=4, B=1, d=3 -> 39/4
4 red, 6 blue, R=10, B=3, d=2 -> 72/5

Now determine the registry value for:
5 red, 4 blue, R=10, B=2, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",44/3
971,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
2 red, 3 blue, R=4, B=5, d=3 -> 41/3
2 red, 3 blue, R=4, B=2, d=2 -> 44/7

Now determine the registry value for:
3 red, 2 blue, R=12, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",24
972,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
6 red, 2 blue, R=6, B=4, d=2 -> 100/9
6 red, 2 blue, R=12, B=1, d=2 -> 172/9

Now determine the registry value for:
3 red, 4 blue, R=10, B=1, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",64/5
973,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 6 blue, R=6, B=2, d=2 -> 44/5
4 red, 3 blue, R=6, B=4, d=3 -> 264/17

Now determine the registry value for:
5 red, 5 blue, R=5, B=2, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",55/7
974,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
2 red, 4 blue, R=6, B=4, d=3 -> 29/2
6 red, 3 blue, R=7, B=3, d=3 -> 1419/83

Now determine the registry value for:
4 red, 6 blue, R=8, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",68/5
